ad_link,title,price,description,mileage,transmission,location,time_posted
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-blazer-ev-rs/m7615777,2024 Chevrolet Blazer EV RS,"$61,097","The 2024 Chevrolet Blazer EV RS is an all-electric luxury SUV that offers advanced technology, impressive performance, and sleek styling. The exterior of the 2024 Blazer EV RS is characterized by ...",22 km,,Calgary,
https://www.kijiji.ca/v-cars-trucks/ottawa/2023-bmw-ix-xdrive40/m9202231,2023 BMW iX xDrive40,"$67,500","Pre-owned 2023 BMW iX xDrive40! *WINTER TIRES INCLUDED!* {Sport Package, BMW Gesture Control, Ventilated Seats Front} Comes loaded with features such as Navigation, Black Interior Design Atelier ...","30,589 km",Automatic,Ottawa,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2019-tesla-model-x-long-range-ev-heated-seats-and-steering/m8803487,2019 Tesla Model X Long Range EV | Heated Seats And Steering,"$57,399","The McNaught difference, what is it? Service above and beyond. Your vehicle includes a Professional Detail, and Nitrogen Filled Tires upon delivery! Every vehicle also comes with a Free CarFax Report ...","139,067 km",Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-hyundai-ioniq-5-preferred-awd-sunroof-backup-cam/m8967931,2024 Hyundai IONIQ 5 Preferred | AWD | SUNROOF | BACKUP CAM,Please Contact,"Cash Pricing Incentive applied. Financing subject to On Approved Credit, please contact dealer for details. Sherwood Park Hyundai, AMVIC Licensed Dealer Engine: Electric Safety Equipment Electronic ...",8 km,Automatic,Sherwood Park,
,,"$80,037",,,,,
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-cadillac-lyriq-sport/m8641064,2024 Cadillac LYRIQ Sport,"$86,121","Wallace Chevrolet, Cadillac, Buick, GMC is Miltons premier Cadillac dealership and auto repair center. Were proud to serve the Milton and Mississauga areas as a leader in the auto industry. We ...",65 km,Automatic,Milton,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-chevrolet-equinox-ev-lt/m9544428,2024 Chevrolet Equinox EV LT,"$54,299","Power Driver Seat,Front Collision Mitigation,Rear Bench Seat,Power Liftgate,Floor Mats,Premium Synthetic Seats,Adjustable Steering Wheel,Remote Trunk Release,Satellite Radio,Tow Hooks,Automatic ...",10 km,Automatic,Sainte-Julie,
https://www.kijiji.ca/v-cars-trucks/oakville-halton-region/2024-cadillac-lyriq-sport/m8641063,2024 Cadillac LYRIQ Sport,"$85,221","Wallace Chevrolet, Cadillac, Buick, GMC is Miltons premier Cadillac dealership and auto repair center. Were proud to serve the Milton and Mississauga areas as a leader in the auto industry. We ...",65 km,Automatic,Milton,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-blazer-ev-rs/m8377498,2024 Chevrolet Blazer EV RS,"$67,819","iZEV Government rebate varies by lease, finance, and cash purchases of Blazer EVs.Maximum MSRP of $70,000 are eligible. Individuals are eligible for 1 iZEV incentive per calendar year. See dealer for ...",108 km,Automatic,High River,
https://www.kijiji.ca/v-cars-trucks/markham-york-region/2024-chevrolet-blazer-ev-eawd-1rs-hd-surround-vision-ventilat/m7518213,2024 Chevrolet Blazer EV eAWD 1RS- HD Surround Vision | Ventilat,"$57,099",HD Surround Vision | Head-Up Display | Autosense Liftgate | Leather/ Heated/ Ventilated Front Seats | Heated Rear Seats | Leather Wrapped/ Heated Steering Wheel | Lane Keep Assist | Blind Zone ...,10 km,Automatic,Richmond Hill,
https://www.kijiji.ca/v-cars-trucks/moncton/2024-jeep-wrangler-4xe-rubicon-x-4-door-4x4-soft-and-hard-top-i/m8961275,2024 Jeep Wrangler 4xe Rubicon X 4 Door 4x4! SOFT AND HARD TOP I,"$70,988","ENGINE: 2.0L DOHC I-4 DI TURBO PHEV,TRANSMISSION: 8-SPEED TORQUEFLITE AUTO PHEV,QUICK ORDER PACKAGE 29Y RUBICON X,BRIGHT WHITE,STANDARD PAINT,BLACK NAPPA LEATHER-FACED SEATS,DUAL TOP GROUP With ...","6,859 km",Automatic,Moncton,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-volkswagen-id-4-pro/m8376180,2024 Volkswagen ID.4 Pro,"$57,021","HEAT PUMP,GREY/BLACK (STONE) CLOTH/LEATHERETTE SEATING SURFACES -inc: Stain-repellant w/ID insignia in seatback,AURORA RED CHROMA,Rear Wheel Drive,Electric Motor,Power Door Locks,Keyless ...",870 km,Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/edmonton/2023-bmw-i4-edrive35/m8202333,2023 BMW i4 eDrive35,"$59,999","Please contact us for any further information, questions, or to schedule a test drive appointment. Chris Brown 780-782-8099 cbrown@edmbmw.com *Temporary Photos* We are an AMVIC Licensed Dealer. ...","5,076 km",Automatic,Edmonton,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-kia-ev6-land-awd-w-gt-line-pkg-1/m9342223,2024 Kia EV6 Land AWD w/ GT Line Pkg 1,"$53,801",Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0,10 km,Automatic,Roxboro,
https://www.kijiji.ca/v-cars-trucks/ottawa/2024-volkswagen-id-4-pro-s-awd-tow-package/m9342186,2024 Volkswagen ID.4 Pro S AWD  - Tow Package,"$66,246","Tow Package, Premium Audio, Cooled Seats, Massage Seats, 360 Camera! This 2024 Volkswagen ID.4 ushers in a new dawn of sustainability, with an iconic design and exciting performance. Featuring a ...",90 km,Automatic,Nepean,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-ford-f-150-lightning-xlt-incoming-reserve-now/m9342136,2024 Ford F-150 Lightning XLT - INCOMING RESERVE NOW!!,"$73,540","This Ford F-150 Lightning delivers a Electric engine powering this Automatic transmission. TRANSMISSION: SINGLE-SPEED, OXFORD WHITE, MOBILE POWER CORD (120/240V). * This Ford F-150 Lightning Features ...",10 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-chevrolet-equinox-ev-rs/m9544417,2024 Chevrolet Equinox EV RS,"$52,599","Remote Trunk Release,Lane Departure Warning,Rear Bench Seat,Adjustable Steering Wheel,Cruise Control,Front Wheel Drive,Floor Mats,Nickel Cobalt Manganese Traction Battery,Navigation System,Electric ...",10 km,Automatic,Sainte-Julie,
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2021-tesla-model-3/m9341994,2021 Tesla Model 3,"$28,900","See Dealer Website for Details. Engine: Electric Motor Other Equipment Security System, Air Conditioning, Alloy Wheels, Anti-Lock Brakes (ABS), Dual Airbag, Keyless Entry, Navigation System, Power ...","96,000 km",Automatic,Toronto,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2020-mitsubishi-outlander-phev-sel-s-awc/m9544686,2020 Mitsubishi Outlander PHEV SEL S-AWC,"$32,994",4WD | 18 Inch Wheels | Android Auto & Apple CarPlay | Heated Front Seats | Rain Sensing Wipers | Power Drivers Seat | Power Passenger Seat | SiriusXM Satellite Radio | Rearview Camera | Fog Lights | ...,"74,702 km",Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/gatineau/2024-gmc-hummer-ev-pickup-3x/m8375745,2024 GMC HUMMER EV Pickup 3X,"$179,143","This GMC HUMMER EV Pickup boasts a Electric engine powering this Automatic transmission. WHEELS, 18 X 9 BLACK ALUMINUM WITH MACHINED ACCENTS, VOID BLACK, UNDERBODY CAMERAS forward and rearward facing ...",0 km,Automatic,Gatineau,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2017-hyundai-ioniq-electric-limited-cuir-toit-mags/m8960109,2017 Hyundai Ioniq Electric LIMITED **CUIR/TOIT/MAGS**,"$14,890",IONIQ ELECTRIQUE LIMITED **CUIR/TOIT/MAGS** 1 PROPRIÉTAIRE VÉHICULE INSPECTÉ120 POINTS MAINTENANCE COMPLÈTE EFFCTUÉE AUCUN FRAIS CACHÉ UNE TRANSACTION EN TOUTE CONFIANCE ET TRANSPARENCE Le ...,"91,366 km",Automatic,Saint-Eustache,
https://www.kijiji.ca/v-cars-trucks/lloydminster-ab/2024-ford-f-150-lightning-flash-312a-max-trailer-tow-package/m7872242,2024 Ford F-150 Lightning FLASH | 312A | MAX TRAILER TOW PACKAGE,Please Contact,"Welcome to the BRAND NEW 2024 FORD F-150 LIGHTNING , powered by a DUAL EMOTOR-XTND BATRY-SNGL that's paired with a SINGLE-SPD AUTO TRANSMISSION. Key highlights of this FORD include: Equipment Group ...",30 km,Automatic,Lloydminster,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqs-eqs-450-4matic/m8959246,2024 Mercedes-Benz EQS EQS 450 4MATIC,"$167,859",Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-equinox-ev-rs/m9266426,2024 Chevrolet Equinox EV RS,"$61,323","Engine: Electric Motor Safety Equipment OnStar and Chevrolet connected services capable (Terms and limitations apply. See onstar.ca or dealer for details.) Rear Seat Reminder Door locks, rear child ...",8 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/strathcona-county/2024-ford-mustang-mach-e-premium-interior-protection-pkg/m9138838,2024 Ford Mustang Mach-E Premium - INTERIOR PROTECTION PKG,"$67,597","PANORAMIC FIXED-GLASS ROOF, INTERIOR PROTECTION PKG, MOBILE POWER CORD, DUAL EMOTOR ENGINE, ADAPTIVE CRUISE CONTROL, EVASION ASSIST. Discover the future of driving with the 2024 Ford Mustang Mach-E ...",30 km,Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-silverado-ev-work-truck/m8640668,2024 Chevrolet Silverado EV Work Truck,"$78,033",Engine: Electric Motor Safety Equipment OnStar and Chevrolet connected services capable (Terms and limitations apply. See onstar.ca or dealer for details.) Hitch Guidance Rear Seat Reminder Buckle to ...,7 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-gmc-hummer-ev-suv-3x/m8596351,2024 GMC HUMMER EV SUV 3X,"$175,622",WAS: $185622 NOW: $175622 plus taxes and licensing fees Engine: Electric Motor Safety Equipment Rear Cross Traffic Alert Lane Change Alert with Side Blind Zone Alert Teen Driver a configurable ...,29 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/ottawa/2015-nissan-leaf/m9544410,2015 Nissan LEAF,Please Contact,"Recent Arrival! 2015 Nissan Leaf S White FWD Single Reduction Gear Electric Motor Reviews: * Most owners rave about Leaf’s cheap-to-run costs, the joy of never visiting a gas station, and the charm ...","85,667 km",Automatic,Ottawa,
https://www.kijiji.ca/v-cars-trucks/gatineau/2020-hyundai-ioniq-electric-preferred/m9544388,2020 Hyundai Ioniq Electric Preferred,Please Contact,"This Hyundai Ioniq Electric boasts a Electric engine powering this Automatic transmission. POLAR WHITE, BLACK, CLOTH SEATING SURFACES, Window Grid Antenna. *This Hyundai Ioniq Electric Comes Equipped ...","67,954 km",Automatic,Gatineau,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqe-eqe-350-4matic/m8959244,2024 Mercedes-Benz EQE EQE 350 4MATIC,"$131,265",Engine: 0L L/100Km City: 2.7 L/100Km Hwy: 2.9 Safety Equipment Système antipatinage à toutes les vitesses Poutres anti-intrusion Sacs gonflables latéraux à 2 seuils de déploiement intégrés aux sièges ...,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/lloydminster-ab/2024-ford-mustang-mach-e-premium-eawd-300a-bluecruise/m7872229,2024 Ford Mustang Mach-E PREMIUM EAWD | 300A | BLUECRUISE,"$66,785","Welcome to the BRAND NEW FORD MUSTANG MACH-E PREMIUM EAWD, powered by a 91KWH USABLE EXT BATTERY that's paired with a SINGLE -SPD AUTO TRANSMISSION. Key highlights of this FORD MUSTANG MACH-E ...",10 km,Automatic,Lloydminster,
https://www.kijiji.ca/v-cars-trucks/winnipeg/2022-ford-mustang-mach-e-gt-performance-edition/m8903266,2022 Ford Mustang Mach-E GT Performance Edition,"$47,359","The Ford Mustang features a facelift and comes out bigger, bolder, cleaner. It's a change, not just a tweak. The Mustang resembles a Steve McQueen Bullitt Mustang, its mouth shaped more like '70 ...","32,230 km",Automatic,Winnipeg,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2020-hyundai-ioniq-electric-ultimate-automatique-avec-toit-ouvra/m9544277,2020 Hyundai IONIQ Electric Ultimate Automatique avec Toit Ouvra,"$23,995",2020 Hyundai IONIQ Electric Ultimate Automatique avec Toit Ouvrant Cuir Carplay Systeme de Navigation Camera de Recul Bluetooth Regulateur de Vitesse Adaptatif Sieges et Volant Chauffants Mags chez ...,"92,471 km",Automatic,Laval,
https://www.kijiji.ca/v-cars-trucks/red-deer/2024-chevrolet-equinox-ev-rs/m9152000,2024 Chevrolet Equinox EV RS,"$61,623","Thanks for checking out our inventory. All Palliser Pre-Owned Vehicles come with a 132 point inspection. Brakes, Tires, Fluids etc. are guaranteed to be 50% life remaining or greater. Financing ...",5 km,Automatic,Innisfail,
https://www.kijiji.ca/v-cars-trucks/gatineau/2024-chevrolet-silverado-ev-work-truck/m9151972,2024 Chevrolet Silverado EV Work Truck,"$84,134","This Chevrolet Silverado EV delivers a Electric engine powering this Automatic transmission. WORK TRUCK PREFERRED EQUIPMENT GROUP includes standard equipment, SUMMIT WHITE, LPO, SPLASH GUARDS, ...",10 km,Automatic,Gatineau,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-silverado-ev-work-truck/m9086667,2024 Chevrolet Silverado EV Work Truck,"$78,850",Capital Chevrolet Buick GMC -- 403.256.4960 This Chevrolet Silverado EV boasts a Electric engine powering this Automatic transmission. WORK TRUCK PREFERRED EQUIPMENT GROUP includes standard ...,118 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-chevrolet-equinox-ev-rs/m9496043,2024 Chevrolet Equinox EV RS,"$57,830","Capital Chevrolet Buick GMC -- 403.256.4960 This Chevrolet Equinox EV boasts a Electric engine powering this Automatic transmission. PROPULSION, FRONT WHEEL DRIVE (STD), Wipers, front intermittent, ...",0 km,Automatic,Calgary,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqb-eqb-250/m8959240,2024 Mercedes-Benz EQB EQB 250,"$69,349",Engine: 0L L/100Km City: 2.3 L/100Km Hwy: 2.6,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-esprinter-170-wheelbase-high-roof-rwd/m8959239,2024 Mercedes-Benz ESprinter 170 Wheelbase High Roof RWD,"$118,001",Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/hamilton/2023-nissan-ariya-platinum/m7284637,2023 Nissan ARIYA PLATINUM+,"$66,904","This Nissan ARIYA has a strong Electric engine powering this Automatic transmission. * This Nissan ARIYA is a Bargain with These Options * Wing Spoiler, Wheels: 19 Alloy -inc: aero wheel covers, ...","9,253 km",Automatic,Hamilton,
https://www.kijiji.ca/v-cars-trucks/abbotsford/2023-tesla-model-3-long-range-awd-wireless-charging-sunroof/m9265789,2023 Tesla Model 3 Long Range AWD | Wireless Charging | Sunroof,"$48,996","This Tesla Model 3 boasts a Electric engine powering this Automatic transmission. Window Grid Antenna, Wheels: 18 x 8.5 Aero, Valet Function. * This Tesla Model 3 Features the Following Options * ...","30,450 km",Automatic,Abbotsford,
https://www.kijiji.ca/v-cars-trucks/ottawa/2023-hyundai-santa-fe-plug-in-hybrid-luxury-awd/m9340682,2023 Hyundai Santa Fe Plug-In Hybrid Luxury AWD,"$39,998","Are you looking for the best of both worlds? This Plug-In Hybrid has you covered! With both a plug in battery and a gasoline backup engine you don't have to worry about range anxiety, but can depend ...","48,436 km",Automatic,Smiths Falls,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-esprinter-170-wheelbase-high-roof-rwd/m8959231,2024 Mercedes-Benz ESprinter 170 Wheelbase High Roof RWD,"$117,391",Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqb-eqb-300-4m/m8959227,2024 Mercedes-Benz EQB EQB 300 4M,"$71,069",Engine: 0L L/100Km City: 2.6 L/100Km Hwy: 2.7,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/edmonton/2024-hyundai-ioniq-5-preferred-awd-blindspot-monitor/m8165311,2024 Hyundai IONIQ 5 Preferred | AWD | BLINDSPOT MONITOR,Please Contact,"Cash Pricing Incentive applied. Financing subject to On Approved Credit, please contact dealer for details. Sherwood Park Hyundai, AMVIC Licensed Dealer Engine: Electric Safety Equipment Electronic ...",25 km,Automatic,Sherwood Park,
https://www.kijiji.ca/v-cars-trucks/ottawa/2023-bmw-i4-edrive35/m9145092,2023 BMW i4 eDrive35,"$50,995",417 Nissan offer no hassle buying experience. We check and adjust our prices daily to make sure that our vehicles are priced to the market. Free Carfax report with every vehicle purchase. We are ...,"24,656 km",Automatic,Ottawa,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2022-audi-e-tron-promo-progressiv-driver-assist/m7861044,2022 Audi E-TRON **PROMO** PROGRESSIV DRIVER ASSIST,"$60,995","VUS 2022 AUDI E-TRON 55 QUATTRO PROGRESSIV, 21 PCS, DRIVER ASSISTANCE PACK, 2ND PORT CHARGING, ORANGE CALIPER. AUCUN FRAIS CACHÉS, PIÈCES D’ORIGINES SEULEMENT, UNE TRANSACTION CLÉ EN MAIN. LA ...","30,859 km",Automatic,Laval,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2020-volkswagen-e-golf-comfortline-100-electrique-app-connect/m5318369,2020 Volkswagen E-Golf Comfortline 100% ELECTRIQUE / APP CONNECT,"$23,993","Equipements principaux: - Android auto / Carplay - Autonomie de 200 KM - Accès et démarrage sans clé - Roues Alliage 16"" - Sièges chauffants - Caméra de recul - Climatisation 2 zones Vos avantages ...","84,556 km",Automatic,La Prairie,
https://www.kijiji.ca/v-cars-trucks/calgary/2024-gmc-hummer-ev-suv-3x/m8445951,2024 GMC Hummer EV SUV 3X,"$164,953","Introducing the 2024 GMC HUMMER EV SUV 3X OMEGA Package , a groundbreaking vehicle that combines rugged capability with advanced technology and luxurious comfort. Finished in striking Neptune Blue ...",10 km,,Calgary,
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2024-kia-ev6-land-w-gt-line-pkg-2-leather-seats/m9357522,2024 Kia EV6 Land w/GT-Line Pkg 2 - Leather Seats,"$67,745","Leather Seats! As a Premium Kia dealership in Scarborough, we offer a wide selection of new and used Kia vehicles. Responsive and sporty handling, a fun electric drivetrain, and incredible technology ...",50 km,Automatic,Scarborough,
,,"$43,910",,,,,
https://www.kijiji.ca/v-cars-trucks/richmond-bc/2024-cadillac-lyriq-luxury/m8578081,2024 Cadillac LYRIQ Luxury,"$92,483",Our 2024 Cadillac LYRIQ Luxury 1 radiates electrified magnificence in Argent Silver Metallic! Powered by an Electric Motor providing 340hp to a Single Speed Automatic transmission for premium ...,4 km,Automatic,Vancouver,
https://www.kijiji.ca/v-cars-trucks/burnaby-new-westminster/2024-chevrolet-equinox-ev-lt-smartphone-app-front-power-seat/m9151340,"2024 Chevrolet Equinox EV LT Smartphone App, Front Power Seat...","$54,299",Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof History -> Available Warranty -> Exchange Privilleges Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof ...,3 km,Automatic,Coquitlam,
https://www.kijiji.ca/v-cars-trucks/burnaby-new-westminster/2024-chevrolet-equinox-ev-lt-smartphone-app-front-power-seat/m9340372,"2024 Chevrolet Equinox EV LT Smartphone App, Front Power Seat...","$50,799",Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof History -> Available Warranty -> Exchange Privilleges Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof ...,25 km,Automatic,Coquitlam,
https://www.kijiji.ca/v-cars-trucks/burnaby-new-westminster/2024-chevrolet-equinox-ev-lt-smartphone-app-front-power-seat/m9340371,"2024 Chevrolet Equinox EV LT Smartphone App, Front Power Seat...","$54,299",Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof History -> Available Warranty -> Exchange Privilleges Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof ...,5 km,Automatic,Coquitlam,
https://www.kijiji.ca/v-cars-trucks/burnaby-new-westminster/2024-chevrolet-equinox-ev-rs-smartphone-app-front-power-seat/m9340368,"2024 Chevrolet Equinox EV RS Smartphone App, Front Power Seat...","$59,194",Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof History -> Available Warranty -> Exchange Privilleges Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof ...,3 km,Automatic,Coquitlam,
https://www.kijiji.ca/v-cars-trucks/burnaby-new-westminster/2024-chevrolet-equinox-ev-rs-smartphone-app-front-power-seat/m9340365,"2024 Chevrolet Equinox EV RS Smartphone App, Front Power Seat...","$58,499",Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof History -> Available Warranty -> Exchange Privilleges Eagle Ridge Certified Pre-Owned: -> 120+ Point Inspection -> CarProof ...,7 km,Automatic,Coquitlam,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqe-amg-eqe/m8959223,2024 Mercedes-Benz EQE AMG EQE,"$164,223",Engine: 0L L/100Km City: 3.1 L/100Km Hwy: 3.3,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/cowichan-valley-duncan/2020-tesla-model-3-no-accidents-1-owner-rwd/m9449729,2020 Tesla Model 3 No Accidents | 1 Owner | RWD,"$33,900",This 2020 Tesla Model 3 has a Red exterior and Black seats with seating for 5. Equipped with a fully electric motor with standard range battery paired with RWD to tackle any road conditions. ...,"38,783 km",Automatic,Duncan,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2024-audi-q8-e-tron/m8577882,2024 Audi Q8 e-tron,"$111,690",QUATTRO Engine: N/D,33 km,Automatic,Laval,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2024-volkswagen-id-4-pro/m8577879,2024 Volkswagen ID.4 Pro,"$60,195",PRO TI Engine: MOTEUR ÉLECTRIQUE Safety Equipment Contrôle électronique de la stabilité Système antipatinage à toutes les vitesses Poutres anti-intrusion Sacs gonflables latéraux à 2 seuils de ...,10 km,Automatic,Blainville,
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2022-tesla-model-3-performance-awd-trackmode-autopilot-nav-wood/m9151199,2022 Tesla Model 3 Performance AWD|TRACKMODE|AUTOPILOT|NAV|WOOD|,"$48,995","**FALL SPECIAL!** FEATURING : PERFORMANCE EDITION, DUAL MOTOR AWD, UBERTURBINE WHEELS, TRACK MODE, DRIFT AND RACE PRESETS, CARBON LIP SPOILER, DUAL PHONE WIRELESS CHARGING TRAY, HIGHLY EQUIPPED, VERY ...","39,693 km",Automatic,North York,
https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-jaguar-i-pace-hse-dynamic-awd-nav-meridiansurround-headsup/m9151196,2020 Jaguar I-Pace HSE Dynamic|AWD|NAV|MERIDIANSURROUND|HEADSUP|,"$39,995","**FALL SPECIAL!** FULLY ELECTRIC, FEATURING : HEADS UP DISPLAY, AWD, FULL GLASS PANORAMIC ROOF, AMBIENT LIGHTING, DYNAMIC MODE WITH PERFORMANCE DISPLAYS, HEIGHT ADJUSTABLE SUSPENSION, JAGUAR LED ...","45,548 km",Automatic,North York,
https://www.kijiji.ca/v-cars-trucks/penticton/2021-hyundai-kona-ev-sel/m9544057,2021 Hyundai KONA EV SEL,Please Contact,"Located at: 2913 Central Ave. Hwy 3 GRAND FORKS, BC V0H 1H2","129,861 km",Automatic,Grand Forks,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqs-eqs-450-4matic/m9150987,2024 Mercedes-Benz EQS EQS 450 4MATIC,"$158,379",Engine: 0L L/100Km City: 0.0 L/100Km Hwy: 0.0,90 km,Automatic,Dollard-Des Ormeaux,
https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2024-chevrolet-equinox-ev-2rs/m9544041,2024 Chevrolet Equinox EV 2RS,"$56,905","Humberview Chevrolet Buick GMC – Located at 1650 The Queensway, Etobicoke Proud to be a part of The Humberview Group, 20 stores. 17 Brands. 5000 vehicles. 1 Simple promise: Serving you better, each ...",50 km,Automatic,Toronto,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-audi-q8-e-tron-quattro-technologie-bang-olufsen-car/m8959108,2024 Audi Q8 e-tron Quattro / Technologie / Bang & Olufsen / Car,"$79,591",Traction intégrale Audi quattro / Apple Carplay + Android Auto / Navigation / Gamme complète d'assistance à la conduite / Toit ouvrant panoramique / Sièges et volant chauffants / Systeme audio Bang & ...,"13,434 km",Automatic,Saint-Bruno-de-Montarville,
https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-audi-q4-e-tron-55-rabais-quebec-black-optics-superie/m9375479,2024 Audi Q4 e-tron 55 /  Rabais Quebec / Black Optics / Superie,"$66,991",Admissible au rabais électrique du Québec / Traction intégrale Audi quattro / 100% électrique / Roues 20 pouces / Éclairage d'ambiance / Ensemble supérieur / S-Line / Assistance à la conduite de base ...,"10,500 km",Automatic,Saint-Bruno-de-Montarville,
https://www.kijiji.ca/v-cars-trucks/napanee/2024-chevrolet-equinox-ev-2rs/m9544035,2024 Chevrolet Equinox EV 2RS,"$54,883",WE BEAT CITY PRICES!! We have been beating city prices for 25 Years! Boyer GM Napanee is your Regional Dealer right at HWY 401 and 41 in Napanee. We offer AGGRESSIVE Trade Ins Values on all makes and ...,0 km,Automatic,Napanee,
https://www.kijiji.ca/v-cars-trucks/laval-rive-nord/2024-volkswagen-id-4-pro/m8959212,2024 Volkswagen ID.4 Pro,"$61,195",PRO TI Engine: MOTEUR ÉLECTRIQUE Safety Equipment Contrôle électronique de la stabilité Système antipatinage à toutes les vitesses Poutres anti-intrusion Sacs gonflables latéraux à 2 seuils de ...,10 km,Automatic,Blainville,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-eqb-eqb-300-4m/m9150841,2024 Mercedes-Benz EQB EQB 300 4M,"$78,216",Garnitures Exclusives AMG Line Exterior Night Package Ensemble De Stationnement Avec Caméra À 360 Degrés Aide Active De Régulation De Distance Distronic 18inch AMG 5-Spoke Wheel Pneus toute saison ...,90 km,Automatic,Montreal,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-mercedes-benz-esprinter-170-wheelbase-high-roof-rwd/m8771597,2024 Mercedes-Benz ESprinter 170 Wheelbase High Roof RWD,"$118,492",Roues : 6 5J X 16 Po En Acier Noir Jais Garnissage Des Sièges En Tissu Maturin Noir Groupe Commodité D'espace Utilitaire Ensemble Privilège Ensemble Commodité Du Conducteur (Vente Au Détail) Recharge ...,90 km,Automatic,Montreal,
https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-chevrolet-equinox-ev-3lt/m9339857,2024 Chevrolet Equinox EV 3LT,"$48,385",EQUINOX EV Engine: 0L L/100Km City: 2.0 L/100Km Hwy: 2.4,35 km,Automatic,Saint-Léonard,
